Author,Message_Count,Total_Characters,Average_Content_Length,Activity_Category
Bajukawitz#2394,1,18.0,3.0,Very Low
Baladera155#4085,1,18.0,3.0,Very Low
Ballebutt1#7683,1,18.0,3.0,Very Low
Bamie#8182,2,30.0,3.0,Very Low
Banana-man#4701,1,79.0,17.0,Very Low
Bander-气氛组#9277,1,18.0,3.0,Very Low
Baniaczeq#3297,1,18.0,3.0,Very Low
Barbara Brooks#0405,1,18.0,3.0,Very Low
Bardamu#6691,1,18.0,3.0,Very Low
BareKødd#2365,1,18.0,3.0,Very Low
Baris#0474,1,18.0,3.0,Very Low
Barni#3946,1,18.0,3.0,Very Low
Barry Egan#3622,1,18.0,3.0,Very Low
Bayes3000#8328,1,18.0,3.0,Very Low
Bdavis21#3185,1,18.0,3.0,Very Low
Beatrice Simioni#3814,1,18.0,3.0,Very Low
Beben#2187,1,18.0,3.0,Very Low
BehindHalf#8962,1,18.0,3.0,Very Low
BeijosMeLiga#4199,1,18.0,3.0,Very Low
Bella bart#4356,1,18.0,3.0,Very Low
Ben Jamón#9645,1,18.0,3.0,Very Low
Bench#9409,1,18.0,3.0,Very Low
Benji.#3622,1,18.0,3.0,Very Low
BennyTeddy#0622,1,18.0,3.0,Very Low
Benzino91#9082,1,18.0,3.0,Very Low
Bereanma#6921,1,68.0,14.0,Very Low
Berlindian#2008,1,18.0,3.0,Very Low
Bernhard#3963,6,594.0,17.5,Very Low
Berry#4380,1,18.0,3.0,Very Low
Bestre#0741,6,276.0,9.333333333333334,Very Low
Betabel#3540,1,18.0,3.0,Very Low
Better#2964,1,18.0,3.0,Very Low
Beyonder#0785,1,18.0,3.0,Very Low
Bezi#7240,1,10.0,2.0,Very Low
Bhargav34#0455,1,18.0,3.0,Very Low
Bian#8379,9,170.0,3.4444444444444446,Very Low
Bieber#5108,2,36.0,3.0,Very Low
Big Tuna#0324,1,18.0,3.0,Very Low
BigBoyK06#3479,1,18.0,3.0,Very Low
BigFLoppa#7704,1,18.0,3.0,Very Low
BigHornRyno#7328,1,18.0,3.0,Very Low
Biggest Daddy(Moan It)#1876,1,18.0,3.0,Very Low
Bigwig094#4562,1,18.0,3.0,Very Low
Bihar58#3156,1,18.0,3.0,Very Low
Billy49#9202,6,261.0,8.5,Very Low
Bio#8459,1,18.0,3.0,Very Low
Bissle#8748,1,18.0,3.0,Very Low
Bitch#4836,1,18.0,3.0,Very Low
Bitcoin24Buy#7929,1,18.0,3.0,Very Low
Bitcoin24Buy#9229,1,18.0,3.0,Very Low
BlackHole#4565,1,18.0,3.0,Very Low
BlackWee#2909,1,18.0,3.0,Very Low
BlauWolf#1073,1,18.0,3.0,Very Low
Blend13#0551,1,18.0,3.0,Very Low
Bliana#7189,2,213.0,17.5,Very Low
BlockOverView#7076,2,116.0,10.0,Very Low
Blockbert#0135,1,18.0,3.0,Very Low
Blockeinstein#5877,1,18.0,3.0,Very Low
Blondie#5419,1,18.0,3.0,Very Low
Blue777#8702,1,18.0,3.0,Very Low
Bluecodes#6836,32,1307.0,7.3125,Low
Blueface235Killer#5024,1,18.0,3.0,Very Low
Blur#1049,1,18.0,3.0,Very Low
Blyde#4840,1,18.0,3.0,Very Low
Bo7md#4404,1,18.0,3.0,Very Low
BoP#3951,1,18.0,3.0,Very Low
Bobbey#7026,1,19.0,2.0,Very Low
Bobthecheesy#6871,1,18.0,3.0,Very Low
Bodeman#3952,1,18.0,3.0,Very Low
Bogdan_Wolfer#2194,1,18.0,3.0,Very Low
Bolu Billions#3539,1,18.0,3.0,Very Low
Bomax#1468,1,18.0,3.0,Very Low
BoomerRemover#0473,1,18.0,3.0,Very Low
Boring#4407,1,18.0,3.0,Very Low
Bosik#0206,1,18.0,3.0,Very Low
BottyMcBotFace#5832,1,18.0,3.0,Very Low
BowTiedPigeon#2465,1,18.0,3.0,Very Low
Bradley#1608,1,18.0,3.0,Very Low
Brainix X#0247,1,18.0,3.0,Very Low
BramBerkhout#9231,1,18.0,3.0,Very Low
Brando#8962,1,18.0,3.0,Very Low
Braylon | The Einstein#7424,1,18.0,3.0,Very Low
Brendon#2021,1,18.0,3.0,Very Low
Brian Lau#9675,4,49.0,2.25,Very Low
Bridging.tech#4699,4,424.0,18.0,Very Low
Brigante26#4216,1,18.0,3.0,Very Low
BritishBitcoinBull#5369,1,18.0,3.0,Very Low
Brody x#0502,1,18.0,3.0,Very Low
Bruce Wiley#2036,1,18.0,3.0,Very Low
Bruce2021#7699,2,19.0,2.0,Very Low
Brum#0527,1,18.0,3.0,Very Low
Bruno$#3626,1,18.0,3.0,Very Low
BrunoS#7635,1,18.0,3.0,Very Low
Bryan's 3rd Eye#7971,1,18.0,3.0,Very Low
Bscott#4562,1,18.0,3.0,Very Low
Bubbz#9210,2,19.0,2.0,Very Low
Bueno#1478,1,18.0,3.0,Very Low
Bueno#3843,1,18.0,3.0,Very Low
Bug Fixes ✪#1778,1,18.0,3.0,Very Low
Bukowski#1274,1,18.0,3.0,Very Low
Bulotuy#1568,1,18.0,3.0,Very Low
Burak Larjey#9336,1,18.0,3.0,Very Low
Buraz#0378,3,251.0,12.333333333333334,Very Low
BxGhost#7955,1,18.0,3.0,Very Low
BykaIIIka#5965,1,18.0,3.0,Very Low
Byrde#6788,1,18.0,3.0,Very Low
C R Y#9330,1,18.0,3.0,Very Low
C0smic_Princess#4666,1,18.0,3.0,Very Low
C2G2#0345,1,18.0,3.0,Very Low
C4-Moha╧ê#8176,1,18.0,3.0,Very Low
CHADWICK#0394,1,18.0,3.0,Very Low
CHARLES#7318,1,18.0,3.0,Very Low
CHIEFDIAMONDHANDSAZ#4638,1,18.0,3.0,Very Low
CHIOMACHUKWURA2#2958,1,38.0,5.0,Very Low
CHU#3194,1,18.0,3.0,Very Low
CJ8195#0014,1,18.0,3.0,Very Low
CJ_#2105,1,18.0,3.0,Very Low
CK#9496,1,18.0,3.0,Very Low
CLYDE#4639,1,18.0,3.0,Very Low
CLYDE#9335,1,18.0,3.0,Very Low
CONTROL -lurru#6775,1,18.0,3.0,Very Low
CRUITx#3159,1,18.0,3.0,Very Low
CUJO#4594,1,18.0,3.0,Very Low
CUSTOMER HELP-DESK#5231,1,18.0,3.0,Very Low
Cabbage#0088,1,18.0,3.0,Very Low
Cade<3#9179,1,18.0,3.0,Very Low
Caesar The Coordinape Bot,66,13506.0,35.34848484848485,Low
Caesar_Wedge#4931,1,18.0,3.0,Very Low
CaiMuir#8509,1,18.0,3.0,Very Low
Caitlin#6766,1,18.0,3.0,Very Low
Cali#6894,1,18.0,3.0,Very Low
Calico#4902,1,18.0,3.0,Very Low
CaliforniaCow#9174,1,18.0,3.0,Very Low
Callis#1467,1,18.0,3.0,Very Low
Calvin#1740,1,18.0,3.0,Very Low
"CamNewton (🐳,🐳,🐳,🐳,🐳,🐳)#4974",1,18.0,3.0,Very Low
Cambroraster#8331,1,18.0,3.0,Very Low
Canario#6891,1,18.0,3.0,Very Low
Candorous#3588,2,23.0,2.0,Very Low
Captain Nico#3792,1,18.0,3.0,Very Low
Captcha.bot#3928,3,693.0,35.0,Very Low
CarboN#0966,1,18.0,3.0,Very Low
Carlitros#9304,7,544.0,14.285714285714286,Very Low
Carmelohub.com#3897,1,18.0,3.0,Very Low
Cartistic#1687,1,18.0,3.0,Very Low
Casey#5746,1,18.0,3.0,Very Low
CashOutJoker#3478,1,18.0,3.0,Very Low
CastigadorDeTrasero💦#0426,1,18.0,3.0,Very Low
Catalin#7400,1,18.0,3.0,Very Low
CatarinaJoaoVieira#1341,1,478.0,84.0,Very Low
Catherine#0219,1,18.0,3.0,Very Low
Cedric 🪅#8518,1,18.0,3.0,Very Low
Celine Harris#6459,1,18.0,3.0,Very Low
Cemal#5303,1,18.0,3.0,Very Low
Cercidas#3276,1,18.0,3.0,Very Low
Charle#5630,1,18.0,3.0,Very Low
Charles |ask-us-anything⛑#1527,1,18.0,3.0,Very Low
Charles_s#0568,1,18.0,3.0,Very Low
CharlieTan#8253,1,18.0,3.0,Very Low
Chawi#3649,1,18.0,3.0,Very Low
CheN_#9543,1,18.0,3.0,Very Low
Cheesecake_!#7097,1,18.0,3.0,Very Low
Chef#2242,1,18.0,3.0,Very Low
ChefDre#5036,1,18.0,3.0,Very Low
ChefJay28#4123,2,20.0,2.0,Very Low
Chelsea(٨،٨)#8562,1,18.0,3.0,Very Low
Chemikali#6440,1,18.0,3.0,Very Low
Chetan#1773,1,18.0,3.0,Very Low
ChiaraDevCrypto#6029,1,18.0,3.0,Very Low
Chiarantin4#1159,1,18.0,3.0,Very Low
Chief Darkstone#3779,1,18.0,3.0,Very Low
Chinaza#9886,1,18.0,3.0,Very Low
Chinche#3970,1,18.0,3.0,Very Low
Cho#7805,1,18.0,3.0,Very Low
Chocomilk ≡ƒì½≡ƒÑ¢#8817,1,18.0,3.0,Very Low
ChocorrolPeroCon50%MasProducto#7856,1,18.0,3.0,Very Low
Chris | Frogs Anon#8149,3,282.0,16.666666666666668,Very Low
ChrisG87#9687,3,176.0,10.333333333333334,Very Low
ChrisXYX#0528,1,18.0,3.0,Very Low
Chris_uk#3541,1,4.0,1.0,Very Low
ChronicleBot#0372,1,99.0,16.0,Very Low
ChupeteDeChoclo#5073,1,18.0,3.0,Very Low
ChychkarevA#1218,1,18.0,3.0,Very Low
Chygrnsky#8035,1,18.0,3.0,Very Low
Chú Bảo - Báo Già#5575,1,18.0,3.0,Very Low
Ciasteczkowa#9399,1,18.0,3.0,Very Low
Cicy#4131,1,18.0,3.0,Very Low
ClaudiaH#6995,4,560.0,24.0,Very Low
Claudio#9896,1,18.0,3.0,Very Low
ClearSight Apollo (Will never……#3804,1,18.0,3.0,Very Low
Cloonnemike/Support#0044,1,18.0,3.0,Very Low
Cloud Punk Noir#3064,1,18.0,3.0,Very Low
CoconutGroove#6655,1,18.0,3.0,Very Low
Cocoo#3875,1,18.0,3.0,Very Low
Coffeeking#9685,1,18.0,3.0,Very Low
Coin4Dinner#6137,1,48.0,8.0,Very Low
CoinSocialStory#8276,1,18.0,3.0,Very Low
CoinYoda72#0256,1,18.0,3.0,Very Low
Coldswet0827#5593,2,286.0,29.0,Very Low
Colors (Leo)#5874,1,18.0,3.0,Very Low
Command Desk#4465,1,18.0,3.0,Very Low
Command desk#1683,1,18.0,3.0,Very Low
Community Helpdesk#7465,1,18.0,3.0,Very Low
Community Hotline#3244,1,18.0,3.0,Very Low
Community Hotline#7652,1,18.0,3.0,Very Low
Community MOD ⚫ | Need HELP ❓#4026,1,18.0,3.0,Very Low
Community Manager#7464,1,18.0,3.0,Very Low
Community Moderator  🔴 HELP#4676,1,18.0,3.0,Very Low
Community_Coordinator#4765,1,18.0,3.0,Very Low
Community_Manager#5065,1,18.0,3.0,Very Low
Constan#2585,1,18.0,3.0,Very Low
Control Desk#7687,1,18.0,3.0,Very Low
ControlDesk#2306,1,18.0,3.0,Very Low
CooolCat#3321,1,18.0,3.0,Very Low
Coordinape Hook,14,1762.0,20.071428571428573,Low
Cord_bot#9639,2,23.0,2.0,Very Low
Cordzilla#2740,1,18.0,3.0,Very Low
Coronor116#1062,1,18.0,3.0,Very Low
Cosima#5385,4,944.0,40.0,Very Low
Cotibtc Agent#5890,2,36.0,3.0,Very Low
Cr7 matador de mobile#9208,1,18.0,3.0,Very Low
CrYpToLoGiC#4649,1,18.0,3.0,Very Low
CrazyDg99#7643,1,18.0,3.0,Very Low
Cripple Joestar#8198,1,18.0,3.0,Very Low
Crivi#1560,1,18.0,3.0,Very Low
Crocow#5846,1,18.0,3.0,Very Low
Cryptanish#1543,1,18.0,3.0,Very Low
CrypticX777.NEAR#6732,6,328.0,10.0,Very Low
Crypto Rewards#5350,1,18.0,3.0,Very Low
Crypto Rootz#1318,71,3017.0,8.929577464788732,Low
CryptoBender#2206,4,215.0,9.0,Very Low
CryptoBlocks#1278,1,18.0,3.0,Very Low
CryptoDeveloper#5349,2,327.0,24.5,Very Low
CryptoJayjay2#0212,1,18.0,3.0,Very Low
CryptoKing#5901,1,18.0,3.0,Very Low
CryptoRowdyCamper#8972,1,18.0,3.0,Very Low
CryptoSuave#5506,2,79.0,5.5,Very Low
Cryptoaware#6179,7,1733.0,42.714285714285715,Very Low
Cryptochefwannbe#4463,3,200.0,14.333333333333334,Very Low
Ctrlaltf | AAve#6275,1,18.0,3.0,Very Low
CupcakeLyrka#6584,1,18.0,3.0,Very Low
Customer Support#2901,1,18.0,3.0,Very Low
Customer124199#7768,2,20.0,2.0,Very Low
CustomerSupport#6796,1,18.0,3.0,Very Low
Cutlass#1824,2,126.0,12.0,Very Low
CyaxUt | okuru.xyz#9962,1,18.0,3.0,Very Low
Cyber#7310,1,18.0,3.0,Very Low
Cyber_lodii#0034,1,18.0,3.0,Very Low
Cynthiaa#8348,1,18.0,3.0,Very Low
D Niftyz.io Britney Spears#6335,1,18.0,3.0,Very Low
D2#4411,1,18.0,3.0,Very Low
D25#9540,2,123.0,10.0,Very Low
D34th7y#0475,1,18.0,3.0,Very Low
DAVE ||  Development Team#6749,1,18.0,3.0,Very Low
DAVID OF NIRVANA#6220,43,1154.0,5.325581395348837,Low
DBZ#3718,1,18.0,3.0,Very Low
DEEZ#2970,1,18.0,3.0,Very Low
DELTA2987#7121,2,35.0,4.0,Very Low
DFKSupport#9565,1,18.0,3.0,Very Low
DIEGUI├æO#0564,1,18.0,3.0,Very Low
DIMO-Perun#6288,1,18.0,3.0,Very Low
DJimmy#7715,2,19.0,2.0,Very Low
DLewz#1651,2,155.0,13.0,Very Low
DM| FARRAH#4144,1,18.0,3.0,Very Low
DRK#7372,1,18.0,3.0,Very Low
DWally_jrr#8723,1,18.0,3.0,Very Low
DX.flavin#4575,1,18.0,3.0,Very Low
Dada#1738,1,18.0,3.0,Very Low
DaddyD#0565,1,18.0,3.0,Very Low
Daenielelel#9446,1,18.0,3.0,Very Low
DaiMaou#7942,1,18.0,3.0,Very Low
Dale45#8549,1,70.0,14.0,Very Low
Damaaj#8451,1,18.0,3.0,Very Low
Damanis#1412,1,18.0,3.0,Very Low
Damian#8802,1,18.0,3.0,Very Low
DanC#4763,1,18.0,3.0,Very Low
Daniel Phan#7362,1,18.0,3.0,Very Low
Daniel W#5160,15,2124.0,26.4,Low
Daniel from Ocean#3725,105,12435.0,20.02857142857143,Moderate
DanielA727#4278,12,915.0,15.416666666666666,Low
DanilGL#2974,1,18.0,3.0,Very Low
Danila237#3305,1,18.0,3.0,Very Low
Danny Claros (BDE)#3867,1,18.0,3.0,Very Low
Danny Γ£ñ#0879,1,18.0,3.0,Very Low
Darby#4585,1,18.0,3.0,Very Low
DariaDziouba#0106,1,18.0,3.0,Very Low
Dariush051#9570,1,18.0,3.0,Very Low
Dark Place#7153,1,18.0,3.0,Very Low
Darkness_2060#9842,1,18.0,3.0,Very Low
Darrell#7519,1,18.0,3.0,Very Low
Dashyy#7539,1,18.0,3.0,Very Low
DataUnion Foundation#1870,1,18.0,3.0,Very Low
DaveMod✪#5473,1,18.0,3.0,Very Low
Davedo#0381,2,247.0,23.0,Very Low
Dave•#1145,5,58.0,2.4,Very Low
David Guarin#9462,1,18.0,3.0,Very Low
Davinci#3120,1,18.0,3.0,Very Low
Davmask#1223,1,18.0,3.0,Very Low
Daxidion#8230,1,18.0,3.0,Very Low
De Ghaim#4255,1,18.0,3.0,Very Low
De Pool#5526,5,207.0,7.4,Very Low
DeV#4238,1,18.0,3.0,Very Low
Deadman#1267,1,18.0,3.0,Very Low
DeborahStoneTV#7206,1,18.0,3.0,Very Low
Dedukeofyork#7188,19,430.0,4.631578947368421,Low
Deel#0698,1,18.0,3.0,Very Low
Deep-Man#7943,1,18.0,3.0,Very Low
Deepansha#8248,1,18.0,3.0,Very Low
Deepanshu Hooda#2096,1,18.0,3.0,Very Low
Definitely not ash#3183,1,18.0,3.0,Very Low
DegenXanana#1198,1,18.0,3.0,Very Low
Deleted User,5821,137742.0,4.024222642157705,Very High
Delirious Audience#7614,1,18.0,3.0,Very Low
Delsin#0858,1,18.0,3.0,Very Low
Demantle#2211,1,18.0,3.0,Very Low
Demo#7629,2,61.0,6.5,Very Low
Demoniarc | Ocean Protocol#8218,1,18.0,3.0,Very Low
Denko Mancheski#9326,1,18.0,3.0,Very Low
Denny#6990,1,18.0,3.0,Very Low
Denver_XGP Official#8270,1,18.0,3.0,Very Low
Depressivo;#6861,1,18.0,3.0,Very Low
Derek2217#6243,1,18.0,3.0,Very Low
Derodam#1091,2,20.0,2.0,Very Low
Desk Help#6801,1,18.0,3.0,Very Low
Desperate ApeWives#2557,1,18.0,3.0,Very Low
Desperate ApeWives#3175,1,18.0,3.0,Very Low
Desperate ApeWives#4041,1,18.0,3.0,Very Low
Desperate ApeWives#4223,1,18.0,3.0,Very Low
Desperate ApeWives#4306,1,18.0,3.0,Very Low
Desperate ApeWives#5465,1,18.0,3.0,Very Low
Desperate ApeWives#6499,1,18.0,3.0,Very Low
Desperate ApeWives#7431,1,18.0,3.0,Very Low
Dev Team#3431,1,18.0,3.0,Very Low
Dev team#9556,1,18.0,3.0,Very Low
Dev | Contact_Help ✪#3354,1,18.0,3.0,Very Low
Dev__Nathan#0395,1,18.0,3.0,Very Low
Dex Sarah ✪#6193,1,18.0,3.0,Very Low
DiMiTriY#3156,1,18.0,3.0,Very Low
Diabeman#8728,1,18.0,3.0,Very Low
DiamondJess#5852,1,18.0,3.0,Very Low
DianRBLX#2778,1,18.0,3.0,Very Low
Dianysik#4011,1,18.0,3.0,Very Low
DickensJuma#1810,1,18.0,3.0,Very Low
Diego Alexander DTS - 03#9355,1,18.0,3.0,Very Low
Dima Syrotkin#0736,1,18.0,3.0,Very Low
Din Morsa Bre#2534,1,18.0,3.0,Very Low
Dinesh N#1374,1,18.0,3.0,Very Low
DionCryptoMillionaire#8752,2,231.0,20.5,Very Low
Dipper#1368,4,73.0,3.5,Very Low
Discord Team#5870,1,18.0,3.0,Very Low
Dixie Leffler#8566,1,18.0,3.0,Very Low
Djoï#9293,1,18.0,3.0,Very Low
Dk#5407,1,18.0,3.0,Very Low
Dmitry#0287,1,18.0,3.0,Very Low
Dmytro#4782,1,18.0,3.0,Very Low
DocLaFourchette#8603,1,18.0,3.0,Very Low
Doctor James#1308,1,18.0,3.0,Very Low
DoctorEnglish#3099,1,18.0,3.0,Very Low
Doiicie#8384,1,129.0,29.0,Very Low
Dominic#0656,1,18.0,3.0,Very Low
Dominic5#0655,1,18.0,3.0,Very Low
Don Shizote#2388,1,18.0,3.0,Very Low
Don't Ban Me#0312,7,792.0,21.285714285714285,Very Low
Don-Of-Data#3448,1,18.0,3.0,Very Low
Don.#1210,1,18.0,3.0,Very Low
Don_Chainlink#2822,1,18.0,3.0,Very Low
Donald Tech#2658,1,18.0,3.0,Very Low
Donaldgarvey#6501,2,20.0,2.0,Very Low
DosConDos#0146,1,18.0,3.0,Very Low
Dotan Gur#1282,1,18.0,3.0,Very Low
Dr Silas Wiggin#1226,1,18.0,3.0,Very Low
Dr celo#7322,1,18.0,3.0,Very Low
Dr.DASH#1550,1,18.0,3.0,Very Low
DrDAO#3493,1,18.0,3.0,Very Low
DrT#3919,1,18.0,3.0,Very Low
Dracula#9073,1,18.0,3.0,Very Low
Drag_N#3745,1,18.0,3.0,Very Low
Draper#9254,1,18.0,3.0,Very Low
Drdaphs#3701,2,3.0,1.0,Very Low
Dredbin#3110,1,18.0,3.0,Very Low
Dreimaruuuuu#3016,1,18.0,3.0,Very Low
Droi#8967,1,18.0,3.0,Very Low
Ds PEIXINHO#2606,1,18.0,3.0,Very Low
DuckWiz#5532,1,18.0,3.0,Very Low
Ducki#4334,3,227.0,13.333333333333334,Very Low
Dumbass#6572,1,18.0,3.0,Very Low
Dupin#4440,1,18.0,3.0,Very Low
DutchSaint#9778,1,18.0,3.0,Very Low
Dutymutti#6190,1,18.0,3.0,Very Low
Dvlahic#4361,1,18.0,3.0,Very Low
DxTr#9828,1,18.0,3.0,Very Low
Dylan|Team#2144,1,18.0,3.0,Very Low
D├╢u~Yi#0935,1,18.0,3.0,Very Low
D╩î╔ù O╩å D╔ÿv╔⌐╔¡#0647,1,18.0,3.0,Very Low
E Com Dave#4422,1,18.0,3.0,Very Low
E G#5278,40,5997.0,27.625,Low
EARL#0102,1,18.0,3.0,Very Low
ECE═ƒΓïåΓƒÉΓ£½ΓùêΓ¥ìα┐É#6705,1,18.0,3.0,Very Low
EECC#9791,5,558.0,20.6,Very Low
EIDRM#1954,20,1470.0,13.8,Low
EL#0770,5,359.0,13.6,Very Low
Eagle_1#9066,1,18.0,3.0,Very Low
EasyPoll#3712,1,18.0,3.0,Very Low
EatMe#4473,2,36.0,3.0,Very Low
Ebenezer Roland#1372,1,18.0,3.0,Very Low
EdPast#6430,2,669.0,61.5,Very Low
EddieWhooper#1818,1,18.0,3.0,Very Low
Edyth Kohler#2289,1,18.0,3.0,Very Low
Egor Tomilchik#8995,3,503.0,29.333333333333332,Very Low
Egor_Shmelev#6935,1,18.0,3.0,Very Low
Eilish#1780,1,18.0,3.0,Very Low
El Tor0#6730,1,18.0,3.0,Very Low
El__89#8005,1,18.0,3.0,Very Low
ElectrochemicalApe#4669,1,339.0,60.0,Very Low
Elena ≡ƒìô#1972,1,18.0,3.0,Very Low
Elequith#8019,1,18.0,3.0,Very Low
Elian#2787,1,18.0,3.0,Very Low
Eliaz#4849,1,18.0,3.0,Very Low
Elisa Sofia#6089,1,5.0,1.0,Very Low
ElissonAmbrocio#2019,1,18.0,3.0,Very Low
EllaBean#9225,1,18.0,3.0,Very Low
Ellu#6792,1,18.0,3.0,Very Low
Elon Musk#6526,1,18.0,3.0,Very Low
Emeka john#9955,1,27.0,4.0,Very Low
Emelraymon#0967,1,18.0,3.0,Very Low
EmeraldStone#1762,3,163.0,10.0,Very Low
Emerium Beam#3922,1,18.0,3.0,Very Low
Emilyyyy#7263,1,18.0,3.0,Very Low
Emily🥨#7608,3,96.0,6.333333333333333,Very Low
Emir Farhadzada#4728,1,18.0,3.0,Very Low
Emist#0259,2,65.0,6.0,Very Low
Emmanuelnm03#0496,1,18.0,3.0,Very Low
Emote Manager#1439,1,18.0,3.0,Very Low
Empire437#6701,1,18.0,3.0,Very Low
Enginerd6183#9972,1,18.0,3.0,Very Low
EnteMente69#1559,1,18.0,3.0,Very Low
Epicmantis#2090,1,18.0,3.0,Very Low
Equanikus#1962,41,4857.0,22.658536585365855,Low
Erik E#2177,12,253.0,4.5,Low
Erinieks#3878,1,71.0,12.0,Very Low
Erwin#1716,1,18.0,3.0,Very Low
Esspert#9600,1,18.0,3.0,Very Low
Esthe#2370,1,18.0,3.0,Very Low
EternalVentures#6892,1,18.0,3.0,Very Low
Ethan S#5001,1,18.0,3.0,Very Low
Ethan Scherrer#9470,1,18.0,3.0,Very Low
Eudaimonia#7996,1,18.0,3.0,Very Low
Eula#1571,1,18.0,3.0,Very Low
Euphilia#4392,1,18.0,3.0,Very Low
Evans94#3346,1,18.0,3.0,Very Low
Eva~#1666,1,18.0,3.0,Very Low
Ew#2945,1,18.0,3.0,Very Low
Exec. Moderator (Dis)#3370,1,18.0,3.0,Very Low
Executive Assistant#6308,1,18.0,3.0,Very Low
Exmexone#6853,1,18.0,3.0,Very Low
F-PG#8589,1,18.0,3.0,Very Low
FAQ | QUERIES#7768,1,18.0,3.0,Very Low
FAQ ✨#0114,1,18.0,3.0,Very Low
FAQs!#0160,1,18.0,3.0,Very Low
FAQ| QUERIES🚨#0315,1,18.0,3.0,Very Low
FAQ| QUERIES🚨#5892,1,18.0,3.0,Very Low
FAQ| Serv.Eth#4678,1,18.0,3.0,Very Low
FB CHAPU#6993,1,18.0,3.0,Very Low
FBacus#3565,2,209.0,16.0,Very Low
FINN MORGAN#5840,1,18.0,3.0,Very Low
FR#3062,1,18.0,3.0,Very Low
FXT#6681,1,18.0,3.0,Very Low
Fabian F#2701,1,18.0,3.0,Very Low
Fabio Almeida#0774,1,18.0,3.0,Very Low
FabweltToken Bug Report#7008,18,174.0,2.388888888888889,Low
Faisal.boshuaib#7595,1,18.0,3.0,Very Low
Faitrob_Art#5327,1,18.0,3.0,Very Low
FakeGucciGod#6514,1,18.0,3.0,Very Low
Fall.3n#7832,1,18.0,3.0,Very Low
Fallo#7238,1,18.0,3.0,Very Low
Fara#7051,1,18.0,3.0,Very Low
Fasuolo#1591,1,18.0,3.0,Very Low
Fatherly Signature#7681,1,18.0,3.0,Very Low
Fatih Karab─▒y─▒k#6991,1,18.0,3.0,Very Low
Fatmike#1829,1,18.0,3.0,Very Low
Fchwm#2774,1,2.0,1.0,Very Low
Felina#5160,1,18.0,3.0,Very Low
Feline#1293,1,18.0,3.0,Very Low
Fermy#6766,8,684.0,16.125,Very Low
Fhima#3807,1,18.0,3.0,Very Low
Fiddler#3647,1,18.0,3.0,Very Low
Finzer 1012#3558,1,18.0,3.0,Very Low
Firsthand#0173,1,18.0,3.0,Very Low
Fitcrypto22#7587,1,18.0,3.0,Very Low
Fleekle Deedle#7354,1,18.0,3.0,Very Low
Flower-Dami#4176,1,18.0,3.0,Very Low
Footscrayer#8806,3,55.0,3.3333333333333335,Very Low
Force Community#9166,2,39.0,3.0,Very Low
Foufnir#3315,1,18.0,3.0,Very Low
Foulke#9505,1,18.0,3.0,Very Low
Fpedroribeiro#0402,1,18.0,3.0,Very Low
Franck#2390,1,18.0,3.0,Very Low
FrancoTraders#6153,1,18.0,3.0,Very Low
Franklin#4124,3,448.0,26.0,Very Low
Frano#6852,1,18.0,3.0,Very Low
Frazzles#6940,1,18.0,3.0,Very Low
FredOcean#7545,1,18.0,3.0,Very Low
Freddy#2553,1,18.0,3.0,Very Low
Frederic#8800,20,3057.0,25.65,Low
Frodo | Arken Team#0554,1,18.0,3.0,Very Low
Front Office#2640,1,18.0,3.0,Very Low
Fs Dino#7808,1,18.0,3.0,Very Low
FunnyGuy420#8185,1,73.0,14.0,Very Low
FuriAlegre#2231,1,18.0,3.0,Very Low
G C#0466,1,18.0,3.0,Very Low
G0thmog#7701,2,20.0,2.0,Very Low
G2!#7379,1,18.0,3.0,Very Low
GKD720#6636,1,18.0,3.0,Very Low
GLaDDOS#8474,4,615.0,24.75,Very Low
GOTHBAT#2265,1,18.0,3.0,Very Low
GUXSSU#3503,1,18.0,3.0,Very Low
GVarela#8759,1,18.0,3.0,Very Low
G_Raul#9237,1,18.0,3.0,Very Low
Gaayatree#2206,1,18.0,3.0,Very Low
Gabe1x#9117,1,18.0,3.0,Very Low
Gabriel Gaspar#0254,1,18.0,3.0,Very Low
Gabriel_7#9953,1,18.0,3.0,Very Low
Gagan Ryait#8346,2,518.0,43.0,Very Low
Gaining Gecko#2442,1,18.0,3.0,Very Low
Galactus#5268,1,18.0,3.0,Very Low
Galaxyraid#7790,1,18.0,3.0,Very Low
Galla#2836,1,426.0,77.0,Very Low
Gametime#8364,2,202.0,17.5,Very Low
Gareth | Zilliqa#0044,1,18.0,3.0,Very Low
Garinski#8701,1,18.0,3.0,Very Low
Garnish 07#1658,1,18.0,3.0,Very Low
Garret#9312,1,18.0,3.0,Very Low
Gazelle#1937,1,63.0,16.0,Very Low
Gaziel/7300#3548,1,18.0,3.0,Very Low
GenuineDuke#1960,2,270.0,23.0,Very Low
George Thomas#9050,1,18.0,3.0,Very Low
George0x777#7332,1,18.0,3.0,Very Low
George13#2768,1,18.0,3.0,Very Low
George89#8973,1,18.0,3.0,Very Low
Georgina webb#0578,1,18.0,3.0,Very Low
Gerald Deckow#4207,1,18.0,3.0,Very Low
GetBullish#9306,1,18.0,3.0,Very Low
Ghostphaez#2507,1,57.0,10.0,Very Low
Ghxsty. ≡ƒûñ#4940,1,18.0,3.0,Very Low
Ghøśtłÿ☠#3655,1,18.0,3.0,Very Low
Gibbles.eth#4716,1,18.0,3.0,Very Low
